"in degree in-neighborhood";" The number of edges entering a vertex. Is denoted as dΓ-(v). The degree dΓ(v) of a vertex v is equal to the sum of its out- and in- degrees. When the context is clear, the subscript Γ can be dropped. Maximum and minimum out degrees are denoted by Δ+(Γ) and δ+(Γ); and maximum and minimum in degrees, Δ-(Γ) and δ-(Γ).(predecessor set) N-Γ(v) of a vertex v is the set of heads of arc going into v.";"graph-theory"
"incident";" An edgee connects two vertices; these two vertices are said to be incident to that edge, or, equivalently, that edge incident to those two vertices. All degree-related concepts have to do with adjacency or incidence.";"graph-theory"
"independence number";" α(G) of a graph G is the size of a largest independent set of G.";"graph-theory"
"independent";" In graph theory, the word independent usually carries the connotation of pairwise disjoint or mutually nonadjacent. In this sense, independence is a form of immediate nonadjacency.";"graph-theory"
"independent set";" A set of isolated vertices. Since the graph induced by any independent set is an empty graph, the two terms are usually used interchangeably. In the example above, vertices 1, 3, and 6 form an independent set; and 3, 5, and 6 form another one.";"graph-theory"
"induced subgraph";" A subgraph H of a graph G is said to be induced if, for any pair of vertices x and y of H, xy is an edge of H if and only if xy is an edge of G. In other words, H is an induced subgraph of G if it has the most edges that appear in G over the same vertex set. If H is chosen based on a vertex subset S of V(G), then H can be written as G[S] and is said to be induced by S.";"graph-theory"
"infinite";" A graph is infinite if it has infinitely many vertices or edges or both; otherwise the graph is finite. An infinite graph where every vertex has finite degree is called locally finite. When stated without any qualification, a graph is usually assumed to be finite.";"graph-theory"
"initial vertex";" A head.";"graph-theory"
"internally disjoint";" Two paths are internally disjoint (some people call it independent) if they do not have any vertex in common, except the first and last ones.";"graph-theory"
"isolated vertex";" A vertex not incident to any edges.";"graph-theory"
"isomorphic";" Two graphs G and H are said to be isomorphic, denoted by G ~ H, if there is a one-to-one correspondence, called an isomorphism, between the vertices of the graph such that two vertices are adjacent in G if and only if their corresponding vertices are adjacent in H.";"graph-theory"
"isthmus";" A bridge.";"graph-theory"
"k-ary tree";" A k-ary tree is a rooted tree in which every internal vertex has k children. An 1-ary tree is just a path. A 2-ary tree is also called a binary tree.";"graph-theory"
"kernel";" An independent out-dominating set. A digraph is kernel perfect if every induced sub-digraph has a kernel.";"graph-theory"
"knot";" In a directed graph, a collection of vertices and edges with the property that every vertex in the knot has outgoing edges, and all outgoing edges from vertices in the knot have other vertices in the knot as destinations. Thus it is impossible to leave the knot while following the directions of the edges.";"graph-theory"
"length of a cycle";" The number of its edges. Cn has length n. A cycle, unlike a path, is not allowed to have length 0.";"graph-theory"
"length of a path or walk";" The number of edges that the path uses. Pn has length n - 1. Some people count multiple edges multiple times. In the example graph, (1, 2, 5, 1, 2, 3) is a path with length 5, and (5, 2, 1) is a simple path of length 2.";"graph-theory"
"link";" has two distinct endvertices.";"graph-theory"
"digon";" A cycle of length 2. In the example graph, (1, 2, 3, 4, 5, 1) is a cycle of length 5.";"graph-theory"
"loop";" An edge whose endvertices are the same vertex.";"graph-theory"
"loop, cycle";" A path which ends at the node where it began.";"graph-theory"
"matching number";" α′(G) of a graph G is a the size of a largest matching, or pairwise vertex disjoint edges, of G.";"graph-theory"
"maximum degree";" Δ(G) of a graph G, the largest degree over all vertices; the minimum degree δ(G), the smallest.";"graph-theory"
"minor";" of  is an injection from  to  such that every edge in  corresponds to a path(disjoint from all other such paths) in  such that every vertex in  is in one or more paths, or is part of the injection from  to . This can alternatively be phrased in terms of contractions, which are operations which collapse a path and all vertices on it into a single edge (see edge contraction).";"graph-theory"
"multiple";" A set of arcs are multiple, or parallel, if they share the same head and the same tail. A pair of arcs are anti-parallel if one's head/tail is the other's tail/head.";"graph-theory"
"multiple edge";" An edge such that there is another edge with the same endvertices; antonyms: simple edge. The multiplicity of an edge is the number of multiple edges sharing the same endvertices; the multiplicity of a graph, the maximum multiplicity of its edges.";"graph-theory"
"multigraph";" A graph that has multiple edges, but no loops.";"graph-theory"
"multipartite graph";" A graph that can be decomposed into an unspecific number of partite sets but not fewer.";"graph-theory"
"network";" A weighted graph, possibly directed or undirected, possibly containing special vertices (nodes), such as source or sink.";"graph-theory"
"null graph";" The graph with no vertices and no edges. Or, it is a graph with no edges and any number  of vertices, in which case it may be called the null graph on  vertices. (There is no consistency at all in the literature.)";"graph-theory"
"odd cycle";" A cycle that has odd length.";"graph-theory"
"order";" The order of a graph is the number of its vertices, i.e. |V(G)|.";"graph-theory"
"orientation";" An assignment of directions to the edges of an undirected or partially directed graph. When stated without any qualification, it is usually assumed that all undirected edges are replaced by a directed one in an orientation. Also, the underlying graph is usually assumed to be undirected and simple.";"graph-theory"
"oriented graph";" A graph that contains only arcs. When stated without any qualification, a graph is almost always assumed to be undirected. Also, a digraph is usually assumed to contain no undirected edges.";"graph-theory"
"out degree";" The number of edges leaving a vertex. Is denoted dΓ+(v), given a digraph Γ. See also in degree.";"graph-theory"
"out-neighborhood";" (successor set) N+Γ(v) of a vertex v is the set of tails of arcs going from v.";"graph-theory"
"outer face";" Furthermore, since we can establish a sense of ""inside"" and ""outside"" on a plane, we can identify an ""outermost"" region that contains the entire graph if the graph does not cover the entire plane. Such outermost region is called an outer face.";"graph-theory"
"outerplanar graph";" A graph that can be drawn in the planar fashion such that its vertices are all adjacent to the outer face. See also outerplane graph.";"graph-theory"
"outerplane graph";" A graph that is drawn in the planar fashion such that its vertices are all adjacent to the outer face. See also outerplanar graph.";"graph-theory"
"pancyclic graph";" A graph that contains cycles of every possible length (from 3 to the order of the graph).";"graph-theory"
"k-partite graph";" A graph that can be decomposed into k partite sets but not fewer.";"graph-theory"
"partite set";" A graph can be decomposed into independent sets in the sense that the entire vertex set of the graph can be partitioned into pairwise disjoint independent subsets. Such independent subsets are called partite sets, or simply parts.";"graph-theory"
"path";" A directed path, or just a path when the context is clear, is an oriented simple path such that all arcs go the same direction, meaning all internal vertices have in- and out-degrees 1.";"graph-theory"
"path";" A route that does not pass any edge more than once. If the path does not pass any node more than once, it is a simple path.";"graph-theory"
"path";" In a graph was what is now usually known as an open walk. Nowadays, when stated without any qualification, a path of n vertices, denoted by Pn (but some write Pn-1), is usually defined to be a simple path or a simple trail in the old sense, meaning that every vertex is incident to at most two edges.";"graph-theory"
"perfect matching";" A spanning matching.";"graph-theory"
"peripheral vertex";" A vertex with maximum eccentricity.";"graph-theory"
"planar graph";" A graph that can be drawn on the (Euclidean) plane without any crossing; a graph of genus 0.";"graph-theory"
"plane graph";" A graph that is drawn on the (Euclidean) plane without any crossing.";"graph-theory"
"point, node, vertex";" Objects (""things"") represented in a graph. These are almost always rendered as round dots.";"graph-theory"
"k-th power";" Gk of a graph G is a supergraph formed by adding an edge between all pairs of vertices of G with distance at most k. A second power of a graph is also called a square.";"graph-theory"
"pseudograph";" A graph that contains both multiple edges and loops (the literature is highly inconsistent).";"graph-theory"
"radius";" The minimum eccentricity over all vertices in a graph. It is denoted rad(G) of a graph G. When there are two components in G, diam(G) and rad(G) defined to be infinity ∞.";"graph-theory"
"reachable";" Of a vertex v from a given vertex u in a directed graph, such that there is a directed path that starts from u and ends at v.";"graph-theory"
"regular";" A graph in which each node has the same degree.";"graph-theory"
"regular graph";" A graph in which every vertex has the same degree.";"graph-theory"
"k-regular graph";" A graph in which every vertex has degree k. A 0-regular graph is an independent set. A 1-regular graph is a matching. A 2-regular graph is a vertex disjoint union of cycles. A 3-regular graph is said to be cubic, or trivalent.";"graph-theory"
"route";" A sequence of edges and nodes from one node to another. Any given edge or node might be used more than once.";"graph-theory"
"separating set";" A cut set.";"graph-theory"
"simple";" A digraph is called simple if it has no loops and at most one arc between any pair of vertices. When stated without any qualification, a digraph is usually assumed to be simple.";"graph-theory"
"simple graph";" A graph that has no multiple edges or loops. When stated without any qualification, a graph is almost always assumed to be simple. See also multigraph.";"graph-theory"
"sink";" A vertex of a network with out-degree of zero; see also source.";"graph-theory"
"size of a graph";" The number of its edges, i.e. |E(G)|.";"graph-theory"
"source";" A vertex of a network with in-degree of zero; see also sink.";"graph-theory"
"k-spanner";" A spanning subgraph in which every two vertices are at most k times as far apart on S than on G. The number k is the dilation. k-spanner is used for studying geometric network optimization.";"graph-theory"
"spanning subgraph";" A subgraph H of a graph G such that it has the same vertex set as G. We say H spans G.";"graph-theory"
"spanning tree";" A spanning subgraph that is a tree. Every graph has a spanning forest. But only a connected graph has a spanning tree.";"graph-theory"
"star";" A special kind of tree called star is K1,k; see also claw.";"graph-theory"
"strongly connected";" A digraph is strongly connected if every vertex is reachable from every other following the directions of the arcs. On the contrary, a diagraph is weakly connected if its underlying undirected graph is connected. A weakly connected graph can be thought of as a digraph in which every vertex is ""reachable"" from every other but not necessarily following the directions of the arcs. A strong orientation is an orientation that produces a strongly connected digraph.";"graph-theory"
"strongly connected component";" Informally, a subgraph where all nodes in the subgraph are reachable by all other nodes in the subgraph.";"graph-theory"
"subtree";" of the graph G is a subgraph that is a tree.";"graph-theory"
"subgraph";" Of a graph G is a graph whose vertex and edge sets are subsets of those of G. In the other direction, a supergraph of a graph G is a graph that contains G as a subgraph. We say a graph G contains another graph H if some subgraph of G is H or is isomorphic to H (depending on the needs of the situation).";"graph-theory"
"semiregular";" A k-partite graph is semiregular if each of its partite set has a uniform degree";"graph-theory"
"spanning matching";" A matching that covers all vertices of a graph.";"graph-theory"
"stable set";" An independent set.";"graph-theory"
"staset";" A stable set.";"graph-theory"
"strongly regular graph";" A regular graph such that any adjacent vertices have the same number of common neighbors as other adjacent pairs and that any nonadjacent vertices have the same number of common neighbors as other nonadjacent pairs.";"graph-theory"
"tail";" The second vertex in the acr AKA directed edge.";"graph-theory"
"terminal vertex";" tail.";"graph-theory"
"theta graph";" The union of three internally disjoint (simple) paths that have the same two distinct endvertices. A theta0 graph has seven vertices which can be arranged as the vertices of a regular hexagon plus an additional vertex in the center. The eight edges are the perimeter of the hexagon plus one diameter.";"graph-theory"
"thickness";" The minimum number of planar graphs needed to cover a graph is the thickness of the graph.";"graph-theory"
"totally disconnected graph";" A graph is totally disconnected if there is no path connecting any pair of vertices. This is just another name to describe an empty graph or independent set.";"graph-theory"
"tournament";" A digraph in which each pair of vertices is connected by exactly one arc. In other words, it is an oriented complete graph.";"graph-theory"
"traceable graph";" A graph that contains a Hamiltonian path.";"graph-theory"
"traceable path";" A spanning path.";"graph-theory"
"trail";" A walk in which all the edges are distinct. (A closed trail has been called a tour or circuit, but these are uncommon and the latter is usually reserved for a regular subgraph of degree two.)";"graph-theory"
"tree";" A connected graph with no loops.";"graph-theory"
"tree";" A connected acyclic simple graph. A vertex of degree 1 is called a leaf, or pendant vertex. An edge incident to a leaf is an leaf edge, or pendant edge. (Some people define a leaf edge as a leaf and then define a leaf vertex on top of it. These two sets of definitions are often used interchangeably.) A non-leaf vertex is an internal vertex. Sometimes, one vertex of the tree is distinguished, and called the root. A rooted tree is a tree with a root. Rooted trees are often treated as directed acyclic graphs with the edges pointing away from the root. Trees are commonly used as data structures in computer science (see tree data structure).";"graph-theory"
"triangle";" C3 is called a triangle.";"graph-theory"
"tripartite graph";" A graph that can be decomposed into three partite sets but not fewer.";"graph-theory"
"undirected edge";" An edge that disregards any sense of direction and treats both endvertices interchangeably.";"graph-theory"
"undirected";" A graph in which each edge symbolizes an unordered, transitive relationship between two nodes. Such edges are rendered as plain lines or arcs.";"graph-theory"
"unicyclic graph";" A graph that contains exactly one cycle.";"graph-theory"
"unidentified";" Nodes or edges which are not considered as individuals. Only the way in which they connect to the rest of the graph characterize unidentified nodes and edges.";"graph-theory"
"universal graph";" In a class K of graphs, a simple graph in which every element in K can be embedded as a subgraph.";"graph-theory"
"unweighted";" A graph in which all the relationships symbolized by edges are considered equivalent. Such edges are rendered as plain lines or arcs.";"graph-theory"
"valency";" A degree.";"graph-theory"
"vertex";" A basic element of a graph, drawn as a node or a dot. The vertex set of G is usually denoted by V(G), or V when there is no danger of confusion.";"graph-theory"
"vertex cut";" A cut set.";"graph-theory"
"walk";" An alternating sequence of vertices and edges, beginning and ending with a vertex, in which each vertex is incident to the two edges that precede and follow it in the sequence, and the vertices that precede and follow an edge are the endvertices of that edge. A walk is closed if its first and last vertices are the same, and open if they are different.";"graph-theory"
"weighted";" Weighted edges symbolize relationships between nodes which are considered to have some value, for instance, distance or lag time. Such edges are usually annotated by a number or letter placed beside the edge. Weighted nodes also have some value; this must be distinguished from identification.";"graph-theory"
"weighted graph";" A graph that associates a label (weight) with every edge in the graph. Weights are usually real numbers. They may be restricted to rational numbers or integers. Certain algorithms require further restrictions on weights; for instance, the Dijkstra algorithm works properly only for positive weights.";"graph-theory"
"weight of a subgraph";" The sum of the weights of the edges of the subgraph.";"graph-theory"
"Wiener index of a vertex";" v in a graph G, denoted by WG(v) is the sum of distances between v and all others.";"graph-theory"
"Wiener index of a graph";" G, denoted by W(G), is the sum of distances over all pairs of vertices.";"graph-theory"
"Wiener polynomial of an undirected graph";" Σ qd(u,v) over all unordered pairs of vertices u and v.";"graph-theory"
